id|type|properties|metadata
ising_spin_16_2|ising_spin|{u'width': 16, u'probabilities': [0.017986209962091555, 0.11920292202211755, 0.5, 0.8807970779778824, 0.9820137900379085, 0.9820137900379085, 0.8807970779778824, 0.5, 0.11920292202211755, 0.017986209962091555], u'endTime': 100.0, u'height': 16}|None
